Bevölkerung im Alter 25-64 Jahre nach höchster abgeschlossener Schulbildung (in Prozent) seit 2008 - Bezirke Wien | Population aged 25-64 by highest completed educational attainment (in percent) since 2008 - districts of Vienna;;;;;;;;;;;;;;;;;;;
NUTS;DISTRICT_CODE;SUB_DISTRICT_CODE;REF_YEAR;REF_DATE;EDU_ALL;EDU_LEH;EDU_BMS;EDU_AHS;EDU_BHS;EDU_KOL;EDU_ACA;EDU_UNI;EDU_AKA;;;;;;
AT13;91700;91700;2021;20211031;20,83;17,27;7,98;11,94;6,53;1,13;1,84;32,48;34,32;;;;;;
AT13;91800;91800;2021;20211031;11,66;11,24;6,60;13,02;6,34;1,07;2,20;47,88;50,07;;;;;;
AT13;91900;91900;2021;20211031;13,83;14,94;7,72;13,41;7,11;1,15;1,96;39,88;41,84;;;;;;
AT13;92000;92000;2021;20211031;28,62;20,83;8,14;11,27;6,05;0,82;1,24;23,02;24,26;;;;;;
AT13;92100;92100;2021;20211031;23,95;28,22;10,90;9,55;7,93;0,99;1,44;17,02;18,46;;;;;;
AT13;92200;92200;2021;20211031;18,01;26,33;11,85;10,47;9,28;1,20;1,71;21,16;22,87;;;;;;
AT13;92300;92300;2021;20211031;18,62;24,45;10,95;10,33;9,76;1,28;1,85;22,76;24,61;;;;;;
AT13;90000;90000;2022;20221031;21,02;20,13;8,82;11,28;7,38;1,04;1,69;28,63;30,32;;;;;;
AT13;90100;90100;2022;20221031;7,72;9,18;7,14;15,04;6,80;0,98;2,22;50,93;53,15;;;;;;
AT13;90200;90200;2022;20221031;18,28;15,80;7,36;11,84;6,65;1,04;1,73;37,31;39,04;;;;;;
AT13;90300;90300;2022;20221031;14,69;14,61;7,64;12,34;7,52;1,20;1,99;40,02;42,00;;;;;;
AT13;90400;90400;2022;20221031;11,43;10,74;6,26;13,67;6,90;1,09;2,01;47,90;49,91;;;;;;
AT13;90500;90500;2022;20221031;20,29;15,19;6,46;13,29;6,49;1,04;1,73;35,50;37,23;;;;;;
AT13;90600;90600;2022;20221031;11,63;11,61;6,11;13,81;7,13;1,20;2,01;46,51;48,51;;;;;;
AT13;90700;90700;2022;20221031;8,54;9,79;5,41;13,66;6,95;1,34;2,05;52,26;54,31;;;;;;
AT13;90800;90800;2022;20221031;8,96;9,76;5,97;14,04;6,35;1,12;1,99;51,81;53,80;;;;;;
AT13;90900;90900;2022;20221031;10,10;10,35;6,20;13,23;6,40;1,01;1,92;50,79;52,71;;;;;;
AT13;91000;91000;2022;20221031;32,44;24,36;8,65;9,60;6,83;0,79;1,21;16,13;17,34;;;;;;
AT13;91100;91100;2022;20221031;28,54;28,51;10,50;9,28;7,39;0,78;1,20;13,80;15,00;;;;;;
AT13;91200;91200;2022;20221031;26,84;20,85;8,98;10,68;7,18;0,90;1,50;23,08;24,58;;;;;;
AT13;91300;91300;2022;20221031;11,29;13,64;8,32;12,89;8,14;1,21;2,24;42,28;44,52;;;;;;
AT13;91400;91400;2022;20221031;18,34;19,38;9,61;11,64;7,90;1,21;2,09;29,83;31,92;;;;;;
AT13;91500;91500;2022;20221031;24,94;19,17;7,27;11,97;6,65;0,95;1,44;27,62;29,06;;;;;;
AT13;91600;91600;2022;20221031;25,73;19,33;8,82;11,27;6,21;0,97;1,75;25,92;27,67;;;;;;
AT13;91700;91700;2022;20221031;20,61;16,76;7,99;11,80;6,36;1,13;1,83;33,52;35,35;;;;;;
AT13;91800;91800;2022;20221031;11,32;10,89;6,64;13,00;6,18;1,10;2,30;48,57;50,87;;;;;;
AT13;91900;91900;2022;20221031;13,63;14,53;7,92;13,26;7,01;1,20;2,22;40,21;42,44;;;;;;
AT13;92000;92000;2022;20221031;28,09;20,32;8,20;11,37;6,07;0,83;1,36;23,76;25,12;;;;;;
AT13;92100;92100;2022;20221031;23,94;27,49;10,74;9,68;7,91;0,99;1,48;17,77;19,25;;;;;;
AT13;92200;92200;2022;20221031;17,86;25,63;11,56;10,52;9,26;1,20;1,73;22,25;23,98;;;;;;
AT13;92300;92300;2022;20221031;18,62;24,02;10,75;10,31;9,60;1,29;1,81;23,60;25,41;;;;;;
AT13;90000;90000;2023;20231031;21,05;19,65;8,62;11,30;7,30;1,04;1,62;29,41;31,03;;;;;;
AT13;90100;90100;2023;20231031;7,36;9,10;7,07;15,27;6,82;0,97;2,33;51,09;53,42;;;;;;
AT13;90200;90200;2023;20231031;17,76;15,17;7,22;11,72;6,58;1,01;1,70;38,86;40,55;;;;;;
AT13;90300;90300;2023;20231031;14,55;14,21;7,30;12,35;7,41;1,19;1,86;41,12;42,99;;;;;;
AT13;90400;90400;2023;20231031;11,57;10,49;5,93;13,40;6,76;1,09;1,99;48,77;50,77;;;;;;
AT13;90500;90500;2023;20231031;20,28;14,74;6,36;13,01;6,34;1,07;1,73;36,46;38,19;;;;;;
AT13;90600;90600;2023;20231031;11,51;11,27;6,03;13,50;6,88;1,16;1,91;47,74;49,65;;;;;;
AT13;90700;90700;2023;20231031;8,41;9,43;5,34;13,20;6,75;1,26;1,90;53,72;55,62;;;;;;
AT13;90800;90800;2023;20231031;8,84;9,45;5,71;14,23;6,38;1,00;1,86;52,52;54,39;;;;;;
AT13;90900;90900;2023;20231031;9,77;9,78;5,75;13,16;6,27;1,06;1,75;52,46;54,21;;;;;;
AT13;91000;91000;2023;20231031;32,73;23,77;8,52;9,72;6,70;0,78;1,17;16,61;17,78;;;;;;
AT13;91100;91100;2023;20231031;28,91;27,75;10,25;9,35;7,37;0,77;1,15;14,45;15,60;;;;;;
AT13;91200;91200;2023;20231031;26,78;20,16;8,82;10,86;7,05;0,93;1,40;24,00;25,40;;;;;;
AT13;91300;91300;2023;20231031;11,42;13,63;8,07;12,76;8,05;1,17;2,17;42,73;44,90;;;;;;
AT13;91400;91400;2023;20231031;18,18;18,61;9,17;11,78;7,87;1,26;1,97;31,17;33,14;;;;;;
AT13;91500;91500;2023;20231031;25,10;18,64;7,30;11,82;6,46;0,93;1,36;28,39;29,75;;;;;;
AT13;91600;91600;2023;20231031;25,68;18,79;8,63;11,36;6,16;1,00;1,68;26,71;28,39;;;;;;
AT13;91700;91700;2023;20231031;20,54;16,30;7,88;11,84;6,37;1,14;1,75;34,16;35,92;;;;;;
AT13;91800;91800;2023;20231031;11,07;10,70;6,42;12,83;6,07;1,11;2,18;49,62;51,81;;;;;;
AT13;91900;91900;2023;20231031;13,57;14,15;7,69;13,25;6,95;1,17;2,08;41,13;43,21;;;;;;
AT13;92000;92000;2023;20231031;27,91;19,61;8,09;11,43;6,06;0,84;1,33;24,74;26,06;;;;;;
AT13;92100;92100;2023;20231031;24,21;26,96;10,46;9,86;7,78;1,01;1,40;18,31;19,71;;;;;;
AT13;92200;92200;2023;20231031;17,97;25,02;11,22;10,61;9,13;1,21;1,69;23,16;24,84;;;;;;
AT13;92300;92300;2023;20231031;18,83;23,75;10,55;10,43;9,56;1,27;1,72;23,88;25,60;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
