Durchschnittlicher Jahresnettobezug nach Geschlecht (in Euro pro ArbeitnehmerIn) seit 2002 - Bezirke Wien | Average annual net remuneration by sex (in Euro per employee) since 2002 - districts of Vienna;;;;;;;;;;;;;;;;;;;;
NUTS;DISTRICT_CODE;SUB_DISTRICT_CODE;REF_YEAR;REF_DATE;INC_TOT_VALUE;INC_MAL_VALUE;INC_FEM_VALUE;;;;;;;;;;;;;
AT13;90800;90800;2016;20161231;24.523;27.806;21.315;;;;;;;;;;;;;
AT13;90900;90900;2016;20161231;23.720;26.709;20.819;;;;;;;;;;;;;
AT13;91000;91000;2016;20161231;19.047;20.383;17.442;;;;;;;;;;;;;
AT13;91100;91100;2016;20161231;20.374;22.312;18.174;;;;;;;;;;;;;
AT13;91200;91200;2016;20161231;19.779;21.158;18.197;;;;;;;;;;;;;
AT13;91300;91300;2016;20161231;29.402;35.210;23.846;;;;;;;;;;;;;
AT13;91400;91400;2016;20161231;23.520;26.185;20.744;;;;;;;;;;;;;
AT13;91500;91500;2016;20161231;17.528;18.326;16.565;;;;;;;;;;;;;
AT13;91600;91600;2016;20161231;19.702;20.909;18.357;;;;;;;;;;;;;
AT13;91700;91700;2016;20161231;20.935;22.878;18.823;;;;;;;;;;;;;
AT13;91800;91800;2016;20161231;25.137;28.781;21.703;;;;;;;;;;;;;
AT13;91900;91900;2016;20161231;26.607;31.756;21.515;;;;;;;;;;;;;
AT13;92000;92000;2016;20161231;18.515;19.534;17.318;;;;;;;;;;;;;
AT13;92100;92100;2016;20161231;22.330;24.649;19.853;;;;;;;;;;;;;
AT13;92200;92200;2016;20161231;24.213;27.406;20.960;;;;;;;;;;;;;
AT13;92300;92300;2016;20161231;25.257;28.796;21.612;;;;;;;;;;;;;
AT13;90000;90000;2017;20171231;22.362;24.606;19.926;;;;;;;;;;;;;
AT13;90100;90100;2017;20171231;34.482;43.291;25.836;;;;;;;;;;;;;
AT13;90200;90200;2017;20171231;21.527;23.329;19.507;;;;;;;;;;;;;
AT13;90300;90300;2017;20171231;24.525;27.449;21.536;;;;;;;;;;;;;
AT13;90400;90400;2017;20171231;25.325;28.646;21.863;;;;;;;;;;;;;
AT13;90500;90500;2017;20171231;20.056;21.191;18.788;;;;;;;;;;;;;
AT13;90600;90600;2017;20171231;23.570;26.170;20.951;;;;;;;;;;;;;
AT13;90700;90700;2017;20171231;24.654;27.563;21.812;;;;;;;;;;;;;
AT13;90800;90800;2017;20171231;24.464;27.658;21.325;;;;;;;;;;;;;
AT13;90900;90900;2017;20171231;24.091;26.974;21.263;;;;;;;;;;;;;
AT13;91000;91000;2017;20171231;19.122;20.464;17.481;;;;;;;;;;;;;
AT13;91100;91100;2017;20171231;20.568;22.493;18.365;;;;;;;;;;;;;
AT13;91200;91200;2017;20171231;20.083;21.449;18.502;;;;;;;;;;;;;
AT13;91300;91300;2017;20171231;29.357;34.920;23.979;;;;;;;;;;;;;
AT13;91400;91400;2017;20171231;23.726;26.262;21.066;;;;;;;;;;;;;
AT13;91500;91500;2017;20171231;17.893;18.729;16.884;;;;;;;;;;;;;
AT13;91600;91600;2017;20171231;19.860;21.056;18.505;;;;;;;;;;;;;
AT13;91700;91700;2017;20171231;21.091;22.962;19.047;;;;;;;;;;;;;
AT13;91800;91800;2017;20171231;25.560;29.294;22.026;;;;;;;;;;;;;
AT13;91900;91900;2017;20171231;26.728;31.641;21.886;;;;;;;;;;;;;
AT13;92000;92000;2017;20171231;18.738;19.742;17.544;;;;;;;;;;;;;
AT13;92100;92100;2017;20171231;22.338;24.588;19.923;;;;;;;;;;;;;
AT13;92200;92200;2017;20171231;24.427;27.641;21.140;;;;;;;;;;;;;
AT13;92300;92300;2017;20171231;25.209;28.658;21.658;;;;;;;;;;;;;
AT13;90000;90000;2018;20181231;22.943;25.189;20.484;;;;;;;;;;;;;
AT13;90100;90100;2018;20181231;33.256;39.889;26.266;;;;;;;;;;;;;
AT13;90200;90200;2018;20181231;22.286;24.349;19.975;;;;;;;;;;;;;
AT13;90300;90300;2018;20181231;24.172;26.577;21.614;;;;;;;;;;;;;
AT13;90400;90400;2018;20181231;25.878;29.397;22.219;;;;;;;;;;;;;
AT13;90500;90500;2018;20181231;20.479;21.832;18.972;;;;;;;;;;;;;
AT13;90600;90600;2018;20181231;23.971;26.700;21.223;;;;;;;;;;;;;
AT13;90700;90700;2018;20181231;25.100;27.920;22.355;;;;;;;;;;;;;
AT13;90800;90800;2018;20181231;25.142;28.198;22.088;;;;;;;;;;;;;
AT13;90900;90900;2018;20181231;24.701;27.464;22.029;;;;;;;;;;;;;
AT13;91000;91000;2018;20181231;19.478;20.761;17.864;;;;;;;;;;;;;
AT13;91100;91100;2018;20181231;21.606;23.712;19.220;;;;;;;;;;;;;
AT13;91200;91200;2018;20181231;20.537;22.004;18.823;;;;;;;;;;;;;
AT13;91300;91300;2018;20181231;29.575;34.726;24.497;;;;;;;;;;;;;
AT13;91400;91400;2018;20181231;23.755;26.011;21.325;;;;;;;;;;;;;
AT13;91500;91500;2018;20181231;18.528;19.391;17.471;;;;;;;;;;;;;
AT13;91600;91600;2018;20181231;21.168;22.486;19.662;;;;;;;;;;;;;
AT13;91700;91700;2018;20181231;22.386;24.568;20.035;;;;;;;;;;;;;
AT13;91800;91800;2018;20181231;26.770;30.714;23.040;;;;;;;;;;;;;
AT13;91900;91900;2018;20181231;28.004;33.340;22.768;;;;;;;;;;;;;
AT13;92000;92000;2018;20181231;18.674;19.619;17.515;;;;;;;;;;;;;
AT13;92100;92100;2018;20181231;23.220;25.578;20.686;;;;;;;;;;;;;
AT13;92200;92200;2018;20181231;25.323;28.659;21.932;;;;;;;;;;;;;
AT13;92300;92300;2018;20181231;26.063;29.719;22.350;;;;;;;;;;;;;
AT13;90000;90000;2019;20191231;23.552;25.834;21.037;;;;;;;;;;;;;
AT13;90100;90100;2019;20191231;34.567;42.152;26.971;;;;;;;;;;;;;
AT13;90200;90200;2019;20191231;23.175;25.086;21.029;;;;;;;;;;;;;
AT13;90300;90300;2019;20191231;25.751;28.480;22.908;;;;;;;;;;;;;
AT13;90400;90400;2019;20191231;26.785;30.338;23.071;;;;;;;;;;;;;
AT13;90500;90500;2019;20191231;21.465;22.866;19.923;;;;;;;;;;;;;
AT13;90600;90600;2019;20191231;24.769;27.335;22.143;;;;;;;;;;;;;
AT13;90700;90700;2019;20191231;26.215;29.705;22.837;;;;;;;;;;;;;
AT13;90800;90800;2019;20191231;26.150;29.513;22.750;;;;;;;;;;;;;
AT13;90900;90900;2019;20191231;25.560;28.681;22.567;;;;;;;;;;;;;
AT13;91000;91000;2019;20191231;20.212;21.625;18.431;;;;;;;;;;;;;
AT13;91100;91100;2019;20191231;21.649;23.652;19.330;;;;;;;;;;;;;
AT13;91200;91200;2019;20191231;21.217;22.645;19.529;;;;;;;;;;;;;
AT13;91300;91300;2019;20191231;30.509;35.581;25.415;;;;;;;;;;;;;
AT13;91400;91400;2019;20191231;24.946;27.382;22.331;;;;;;;;;;;;;
AT13;91500;91500;2019;20191231;19.167;20.089;18.045;;;;;;;;;;;;;
AT13;91600;91600;2019;20191231;21.109;22.320;19.699;;;;;;;;;;;;;
AT13;91700;91700;2019;20191231;22.270;24.212;20.134;;;;;;;;;;;;;
AT13;91800;91800;2019;20191231;27.015;30.751;23.409;;;;;;;;;;;;;
AT13;91900;91900;2019;20191231;27.938;32.800;23.059;;;;;;;;;;;;;
AT13;92000;92000;2019;20191231;19.848;20.918;18.545;;;;;;;;;;;;;
AT13;92100;92100;2019;20191231;23.404;25.735;20.853;;;;;;;;;;;;;
AT13;92200;92200;2019;20191231;25.446;28.665;22.112;;;;;;;;;;;;;
AT13;92300;92300;2019;20191231;26.088;29.603;22.440;;;;;;;;;;;;;
AT13;90000;90000;2020;20201231;24.401;26.539;22.020;;;;;;;;;;;;;
AT13;90100;90100;2020;20201231;36.561;43.810;29.229;;;;;;;;;;;;;
AT13;90200;90200;2020;20201231;24.142;25.973;22.094;;;;;;;;;;;;;
AT13;90300;90300;2020;20201231;26.665;29.359;23.833;;;;;;;;;;;;;
AT13;90400;90400;2020;20201231;28.103;31.900;24.130;;;;;;;;;;;;;
AT13;90500;90500;2020;20201231;22.383;23.773;20.824;;;;;;;;;;;;;
AT13;90600;90600;2020;20201231;25.673;28.272;23.052;;;;;;;;;;;;;
AT13;90700;90700;2020;20201231;27.222;30.327;24.162;;;;;;;;;;;;;
AT13;90800;90800;2020;20201231;27.406;30.475;24.296;;;;;;;;;;;;;
AT13;90900;90900;2020;20201231;26.810;29.936;23.829;;;;;;;;;;;;;
AT13;91000;91000;2020;20201231;20.811;22.029;19.252;;;;;;;;;;;;;
AT13;91100;91100;2020;20201231;22.179;23.964;20.083;;;;;;;;;;;;;
AT13;91200;91200;2020;20201231;22.018;23.363;20.403;;;;;;;;;;;;;
AT13;91300;91300;2020;20201231;31.457;36.451;26.431;;;;;;;;;;;;;
AT13;91400;91400;2020;20201231;25.816;28.114;23.334;;;;;;;;;;;;;
AT13;91500;91500;2020;20201231;20.042;20.842;19.055;;;;;;;;;;;;;
AT13;91600;91600;2020;20201231;21.877;22.914;20.653;;;;;;;;;;;;;
AT13;91700;91700;2020;20201231;23.266;24.931;21.400;;;;;;;;;;;;;
AT13;91800;91800;2020;20201231;28.004;32.011;24.154;;;;;;;;;;;;;
AT13;91900;91900;2020;20201231;29.195;34.102;24.257;;;;;;;;;;;;;
AT13;92000;92000;2020;20201231;20.671;21.591;19.531;;;;;;;;;;;;;
AT13;92100;92100;2020;20201231;24.061;26.202;21.693;;;;;;;;;;;;;
AT13;92200;92200;2020;20201231;26.272;29.302;23.100;;;;;;;;;;;;;
AT13;92300;92300;2020;20201231;26.900;30.160;23.451;;;;;;;;;;;;;
AT13;90000;90000;2021;20211231;24.992;27.215;22.516;;;;;;;;;;;;;
AT13;90100;90100;2021;20211231;37.250;44.343;29.954;;;;;;;;;;;;;
AT13;90200;90200;2021;20211231;24.930;26.916;22.718;;;;;;;;;;;;;
AT13;90300;90300;2021;20211231;27.450;30.396;24.373;;;;;;;;;;;;;
AT13;90400;90400;2021;20211231;29.010;33.388;24.439;;;;;;;;;;;;;
AT13;90500;90500;2021;20211231;23.096;24.695;21.315;;;;;;;;;;;;;
AT13;90600;90600;2021;20211231;26.528;29.319;23.709;;;;;;;;;;;;;
AT13;90700;90700;2021;20211231;27.866;30.956;24.825;;;;;;;;;;;;;
AT13;90800;90800;2021;20211231;28.488;31.220;25.734;;;;;;;;;;;;;
AT13;90900;90900;2021;20211231;27.518;30.514;24.612;;;;;;;;;;;;;
AT13;91000;91000;2021;20211231;21.487;22.807;19.785;;;;;;;;;;;;;
AT13;91100;91100;2021;20211231;22.629;24.537;20.386;;;;;;;;;;;;;
AT13;91200;91200;2021;20211231;22.485;23.987;20.687;;;;;;;;;;;;;
AT13;91300;91300;2021;20211231;31.719;36.737;26.662;;;;;;;;;;;;;
AT13;91400;91400;2021;20211231;26.571;29.005;23.952;;;;;;;;;;;;;
AT13;91500;91500;2021;20211231;20.866;21.729;19.804;;;;;;;;;;;;;
AT13;91600;91600;2021;20211231;22.345;23.348;21.147;;;;;;;;;;;;;
AT13;91700;91700;2021;20211231;23.891;25.633;21.949;;;;;;;;;;;;;
AT13;91800;91800;2021;20211231;28.751;32.677;25.019;;;;;;;;;;;;;
AT13;91900;91900;2021;20211231;29.903;34.540;25.235;;;;;;;;;;;;;
AT13;92000;92000;2021;20211231;21.201;22.241;19.916;;;;;;;;;;;;;
AT13;92100;92100;2021;20211231;24.381;26.587;21.926;;;;;;;;;;;;;
AT13;92200;92200;2021;20211231;26.722;29.850;23.454;;;;;;;;;;;;;
AT13;92300;92300;2021;20211231;27.268;30.581;23.748;;;;;;;;;;;;;
