Bevölkerungsdichte (EinwohnerInnen pro km²) zu Jahresbeginn seit 2002 - Bezirke Wien | Population density (resident per km²) at the beginning of the year since 2002 - districts of Vienna;;;;;;;;;;;;;;;;
NUTS;DISTRICT_CODE;SUB_DISTRICT_CODE;REF_YEAR;REF_DATE;POP_VALUE;AREA;POP_DENSITY;;;;;;;;;
AT13;92200;92200;2011;20110101;158.417;102,30;1548,56;;;;;;;;;
AT13;92200;92200;2012;20120101;161.957;102,30;1583,17;;;;;;;;;
AT13;92200;92200;2013;20130101;165.265;102,30;1615,50;;;;;;;;;
AT13;92200;92200;2014;20140101;168.394;102,30;1646,09;;;;;;;;;
AT13;92200;92200;2015;20150101;172.978;102,30;1690,90;;;;;;;;;
AT13;92200;92200;2016;20160101;180.272;102,30;1762,20;;;;;;;;;
AT13;92200;92200;2017;20170101;184.188;102,30;1800,48;;;;;;;;;
AT13;92200;92200;2018;20180101;187.007;102,30;1828,03;;;;;;;;;
AT13;92200;92200;2019;20190101;191.008;102,30;1867,15;;;;;;;;;
AT13;92200;92200;2020;20200101;195.230;102,30;1908,42;;;;;;;;;
AT13;92200;92200;2021;20210101;198.806;102,30;1943,37;;;;;;;;;
AT13;92200;92200;2022;20220101;203.823;102,30;1992,41;;;;;;;;;
AT13;92200;92200;2023;20230101;212.658;102,30;2078,78;;;;;;;;;
AT13;92200;92200;2024;20240101;220.794;102,30;2158,31;;;;;;;;;
AT13;92200;92200;2025;20250101;228.158;102,30;2230,29;;;;;;;;;
AT13;92300;92300;2002;20020101;85.791;32,06;2675,81;;;;;;;;;
AT13;92300;92300;2003;20030101;86.486;32,06;2697,48;;;;;;;;;
AT13;92300;92300;2004;20040101;87.080;32,06;2716,01;;;;;;;;;
AT13;92300;92300;2005;20050101;87.716;32,06;2735,85;;;;;;;;;
AT13;92300;92300;2006;20060101;89.078;32,06;2778,33;;;;;;;;;
AT13;92300;92300;2007;20070101;90.291;32,06;2816,16;;;;;;;;;
AT13;92300;92300;2008;20080101;91.192;32,06;2844,26;;;;;;;;;
AT13;92300;92300;2009;20090101;91.623;32,06;2857,71;;;;;;;;;
AT13;92300;92300;2010;20100101;92.252;32,06;2877,33;;;;;;;;;
AT13;92300;92300;2011;20110101;93.374;32,06;2912,32;;;;;;;;;
AT13;92300;92300;2012;20120101;94.469;32,06;2946,47;;;;;;;;;
AT13;92300;92300;2013;20130101;95.263;32,06;2971,24;;;;;;;;;
AT13;92300;92300;2014;20140101;96.094;32,06;2997,16;;;;;;;;;
AT13;92300;92300;2015;20150101;96.775;32,06;3018,40;;;;;;;;;
AT13;92300;92300;2016;20160101;98.391;32,06;3068,80;;;;;;;;;
AT13;92300;92300;2017;20170101;101.053;32,06;3151,83;;;;;;;;;
AT13;92300;92300;2018;20180101;103.869;32,06;3239,66;;;;;;;;;
AT13;92300;92300;2019;20190101;106.281;32,06;3314,89;;;;;;;;;
AT13;92300;92300;2020;20200101;110.464;32,06;3445,35;;;;;;;;;
AT13;92300;92300;2021;20210101;111.812;32,06;3487,40;;;;;;;;;
AT13;92300;92300;2022;20220101;115.174;32,06;3592,26;;;;;;;;;
AT13;92300;92300;2023;20230101;117.882;32,06;3676,72;;;;;;;;;
AT13;92300;92300;2024;20240101;121.303;32,06;3783,42;;;;;;;;;
AT13;92300;92300;2025;20250101;123.714;32,06;3858,62;;;;;;;;;
