id;avg_net_income;unemployment_count;unemployment_percentage;population;dateID;districtID;sexID
1264;30475;828;0.09006;25021;18;7;1
1265;24296;537;0.0611;25021;18;7;2
1266;26810;2448;0.07939;41884;18;8;0
1267;29936;1397;0.0935;41884;18;8;1
1268;23829;1051;0.06612;41884;18;8;2
1269;20811;24283;0.17042;207193;18;9;0
1270;22029;13763;0.18737;207193;18;9;1
1271;19252;10520;0.15239;207193;18;9;2
1272;22179;11419;0.1597;104434;18;10;0
1273;23964;6049;0.16851;104434;18;10;1
1274;20083;5370;0.15083;104434;18;10;2
1275;22018;11050;0.16287;97078;18;11;0
1276;23363;6234;0.18057;97078;18;11;1
1277;20403;4816;0.14454;97078;18;11;2
1278;31457;3162;0.09417;54040;18;12;0
1279;36451;1734;0.10643;54040;18;12;1
1280;26431;1429;0.08261;54040;18;12;2
1281;25816;7626;0.12147;93634;18;13;0
1282;28114;4274;0.13686;93634;18;13;1
1283;23334;3352;0.10624;93634;18;13;2
1284;20042;9037;0.16071;76813;18;14;0
1285;20842;5319;0.18181;76813;18;14;1
1286;19055;3718;0.13783;76813;18;14;2
1287;21877;10508;0.14484;103117;18;15;0
1288;22914;6126;0.16522;103117;18;15;1
1289;20653;4381;0.12354;103117;18;15;2
1290;23266;5186;0.13063;57027;18;16;0
1291;24931;2965;0.14919;57027;18;16;1
1292;21400;2220;0.11201;57027;18;16;2
1293;28004;3275;0.09276;51497;18;17;0
1294;32011;1804;0.10689;51497;18;17;1
1295;24154;1471;0.07982;51497;18;17;2
1296;29195;4730;0.0996;73901;18;18;0
1297;34102;2580;0.11213;73901;18;18;1
1298;24257;2150;0.08783;73901;18;18;2
1299;20671;10295;0.17064;86368;18;19;0
1300;21591;5852;0.19005;86368;18;19;1
1301;19531;4443;0.15041;86368;18;19;2
1302;24061;16347;0.14326;167968;18;20;0
1303;26202;8936;0.15872;167968;18;20;1
1304;21693;7411;0.1282;167968;18;20;2
1305;26272;14773;0.11001;195230;18;21;0
1306;29302;7688;0.11815;195230;18;21;1
1307;23100;7085;0.10236;195230;18;21;2
1308;26900;8058;0.11266;110464;18;22;0
1309;30160;4247;0.12232;110464;18;22;1
1310;23451;3811;0.10354;110464;18;22;2
1311;37250;449;0.04447;15867;19;0;0
1312;44343;241;0.04758;15867;19;0;1
1313;29954;208;0.04135;15867;19;0;2
1314;24930;8719;0.11784;105237;19;1;0
1315;26916;4900;0.13105;105237;19;1;1
1316;22718;3819;0.10435;105237;19;1;2
1317;27450;6487;0.09748;93248;19;2;0
1318;30396;3636;0.11072;93248;19;2;1
1319;24373;2851;0.08458;93248;19;2;2
1320;29010;2252;0.0963;33075;19;3;0
1321;33388;1389;0.11948;33075;19;3;1
1322;24439;863;0.07338;33075;19;3;2
1323;23096;4931;0.12333;54373;19;4;0
1324;24695;2805;0.13799;54373;19;4;1
1325;21315;2126;0.10816;54373;19;4;2
1326;26528;2129;0.0927;31336;19;5;0
1327;29319;1215;0.10642;31336;19;5;1
1328;23709;914;0.07914;31336;19;5;2
1329;27866;1705;0.07288;31683;19;6;0
1330;30956;961;0.08326;31683;19;6;1
1331;24825;744;0.06277;31683;19;6;2
1332;28488;1190;0.06764;24365;19;7;0
1333;31220;714;0.07954;24365;19;7;1
1334;25734;477;0.05526;24365;19;7;2
1335;27518;2083;0.06829;41812;19;8;0
1336;30514;1196;0.08093;41812;19;8;1
1337;24612;887;0.0564;41812;19;8;2
1338;21487;22723;0.15691;210573;19;9;0
1339;22807;12736;0.16987;210573;19;9;1
1340;19785;9987;0.143;210573;19;9;2
1341;22629;10616;0.14718;105022;19;10;0
1342;24537;5463;0.1509;105022;19;10;1
1343;20386;5152;0.14343;105022;19;10;2
1344;22485;10183;0.14933;96998;19;11;0
1345;23987;5602;0.16142;96998;19;11;1
1346;20687;4581;0.1368;96998;19;11;2
1347;31719;2829;0.08463;53903;19;12;0
1348;36737;1554;0.09558;53903;19;12;1
1349;26662;1275;0.07427;53903;19;12;2
1350;26571;6890;0.11034;93366;19;13;0
1351;29005;3812;0.12276;93366;19;13;1
1352;23952;3077;0.09804;93366;19;13;2
1353;20866;8004;0.14307;76137;19;14;0
1354;21729;4692;0.16069;76137;19;14;1
1355;19804;3312;0.12384;76137;19;14;2
1356;22345;9462;0.13165;102480;19;15;0
1357;23348;5447;0.14769;102480;19;15;1
1358;21147;4015;0.11475;102480;19;15;2
1359;23891;4563;0.11641;56488;19;16;0
1360;25633;2581;0.1313;56488;19;16;1
1361;21949;1982;0.10143;56488;19;16;2
1362;28751;2869;0.08185;51327;19;17;0
1363;32677;1554;0.09297;51327;19;17;1
1364;25019;1315;0.07171;51327;19;17;2
1365;29903;4285;0.09012;73861;19;18;0
1366;34540;2344;0.10163;73861;19;18;1
1367;25235;1941;0.07927;73861;19;18;2
1368;21201;9185;0.1544;85264;19;19;0
1369;22241;5151;0.16879;85264;19;19;1
1370;19916;4034;0.13924;85264;19;19;2
1371;24381;15494;0.13126;173916;19;20;0
1372;26587;8240;0.14115;173916;19;20;1
1373;21926;7255;0.12159;173916;19;20;2
1374;26722;13700;0.10024;198806;19;21;0
1375;29850;6950;0.10487;198806;19;21;1
1376;23454;6750;0.09588;198806;19;21;2
1377;27268;7655;0.10486;111812;19;22;0
1378;30581;3883;0.10928;111812;19;22;1
1379;23748;3772;0.10067;111812;19;22;2
1380;;368;0.03524;15700;20;0;0
1381;;197;0.03851;15700;20;0;1
1382;;170;0.03209;15700;20;0;2
1383;;7395;0.09813;104688;20;1;0
1384;;4245;0.11224;104688;20;1;1
1385;;3150;0.08392;104688;20;1;2
1386;;5407;0.07936;93744;20;2;0
1387;;3038;0.09105;93744;20;2;1
1388;;2368;0.06814;93744;20;2;2
1389;;1853;0.07848;33007;20;3;0
1390;;1155;0.09853;33007;20;3;1
1391;;698;0.05872;33007;20;3;2
1392;;4278;0.10626;53731;20;4;0
1393;;2527;0.12344;53731;20;4;1
1394;;1751;0.08848;53731;20;4;2
1395;;1712;0.07409;30958;20;5;0
1396;;969;0.08523;30958;20;5;1
1397;;743;0.06329;30958;20;5;2
1398;;1341;0.05736;31326;20;6;0
1399;;768;0.06661;31326;20;6;1
1400;;574;0.04838;31326;20;6;2
1401;;930;0.05231;24189;20;7;0
1402;;543;0.06068;24189;20;7;1
1403;;387;0.04382;24189;20;7;2
1404;;1738;0.05664;41382;20;8;0
1405;;1010;0.06818;41382;20;8;1
1406;;727;0.04585;41382;20;8;2
1407;;20855;0.14052;212255;20;9;0
1408;;12161;0.15739;212255;20;9;1
1409;;8694;0.12221;212255;20;9;2
1410;;9424;0.12756;106078;20;10;0
1411;;4881;0.13142;106078;20;10;1
1412;;4543;0.12366;106078;20;10;2
1413;;9110;0.13114;97909;20;11;0
1414;;5102;0.14435;97909;20;11;1
1415;;4008;0.11745;97909;20;11;2
1416;;2359;0.06848;53959;20;12;0
1417;;1281;0.07681;53959;20;12;1
1418;;1077;0.06066;53959;20;12;2
1419;;6065;0.09527;92989;20;13;0
1420;;3452;0.10871;92989;20;13;1
1421;;2613;0.0819;92989;20;13;2
1422;;7051;0.12628;75635;20;14;0
1423;;4218;0.14469;75635;20;14;1
1424;;2833;0.10617;75635;20;14;2
1425;;8356;0.11585;101638;20;15;0
1426;;5012;0.1349;101638;20;15;1
1427;;3344;0.09561;101638;20;15;2
1428;;3956;0.10107;56014;20;16;0
1429;;2312;0.1182;56014;20;16;1
1430;;1644;0.08395;56014;20;16;2
1431;;2410;0.0682;50865;20;17;0
1432;;1349;0.08065;50865;20;17;1
1433;;1061;0.05701;50865;20;17;2
1434;;3648;0.07541;73873;20;18;0
1435;;1984;0.08517;73873;20;18;1
1436;;1664;0.06634;73873;20;18;2
1437;;8113;0.13552;84471;20;19;0
1438;;4709;0.15283;84471;20;19;1
1439;;3404;0.11717;84471;20;19;2
1440;;13598;0.11156;178185;20;20;0
1441;;7191;0.11924;178185;20;20;1
1442;;6408;0.10403;178185;20;20;2
1443;;11720;0.08234;203823;20;21;0
1444;;6022;0.08733;203823;20;21;1
1445;;5697;0.07766;203823;20;21;2
1446;;6657;0.08814;115174;20;22;0
1447;;3355;0.09111;115174;20;22;1
1448;;3302;0.08532;115174;20;22;2
1449;;374;0.03505;16620;21;0;0
1450;;194;0.03757;16620;21;0;1
1451;;180;0.03269;16620;21;0;2
1452;;7491;0.09655;108269;21;1;0
1453;;4384;0.11268;108269;21;1;1
1454;;3107;0.08033;108269;21;1;2
1455;;5631;0.08061;96756;21;2;0
1456;;3240;0.09437;96756;21;2;1
1457;;2391;0.06731;96756;21;2;2
1458;;1855;0.07841;33633;21;3;0
1459;;1155;0.09817;33633;21;3;1
1460;;700;0.05885;33633;21;3;2
1461;;4355;0.10732;55018;21;4;0
1462;;2657;0.12804;55018;21;4;1
1463;;1697;0.08562;55018;21;4;2
1464;;1721;0.07436;31423;21;5;0
1465;;999;0.08733;31423;21;5;1
1466;;722;0.06169;31423;21;5;2
1467;;1390;0.05943;31581;21;6;0
1468;;808;0.0699;31581;21;6;1
1469;;582;0.0492;31581;21;6;2
1470;;942;0.05303;24674;21;7;0
1471;;547;0.06106;24674;21;7;1
1472;;395;0.04487;24674;21;7;2
1473;;1781;0.05813;42206;21;8;0
1474;;1013;0.06878;42206;21;8;1
1475;;768;0.04828;42206;21;8;2
1476;;21604;0.14287;218415;21;9;0
1477;;13010;0.16427;218415;21;9;1
1478;;8594;0.11934;218415;21;9;2
1479;;9671;0.12831;109038;21;10;0
1480;;5149;0.13538;109038;21;10;1
1481;;4523;0.12112;109038;21;10;2
1482;;9349;0.13165;100281;21;11;0
1483;;5304;0.14661;100281;21;11;1
1484;;4045;0.11612;100281;21;11;2
1485;;2457;0.07053;55568;21;12;0
1486;;1335;0.07902;55568;21;12;1
1487;;1122;0.06253;55568;21;12;2
1488;;6295;0.09585;96828;21;13;0
1489;;3638;0.11101;96828;21;13;1
1490;;2657;0.08074;96828;21;13;2
1491;;7477;0.13297;76109;21;14;0
1492;;4552;0.15423;76109;21;14;1
1493;;2925;0.10949;76109;21;14;2
1494;;8545;0.11749;102444;21;15;0
1495;;5208;0.13862;102444;21;15;1
1496;;3337;0.09491;102444;21;15;2
1497;;3972;0.10106;56033;21;16;0
1498;;2408;0.12192;56033;21;16;1
1499;;1563;0.07998;56033;21;16;2
1500;;2343;0.06628;51559;21;17;0
1501;;1341;0.0803;51559;21;17;1
1502;;1001;0.05372;51559;21;17;2
1503;;3656;0.07497;75517;21;18;0
1504;;2036;0.08677;75517;21;18;1
1505;;1621;0.06404;75517;21;18;2
1506;;8389;0.13744;85690;21;19;0
1507;;4996;0.1584;85690;21;19;1
1508;;3394;0.11503;85690;21;19;2
1509;;13926;0.1121;183895;21;20;0
1510;;7423;0.12071;183895;21;20;1
1511;;6503;0.10366;183895;21;20;2
1512;;12320;0.08314;212658;21;21;0
1513;;6327;0.08796;212658;21;21;1
1514;;5993;0.07859;212658;21;21;2
1515;;6973;0.09018;117882;21;22;0
1516;;3574;0.09443;117882;21;22;1
1517;;3399;0.0861;117882;21;22;2
