id;avg_net_income;unemployment_count;unemployment_percentage;population;dateID;districtID;sexID
636;21989;1339;0.06148;29308;9;5;0
637;24772;831;0.07745;29308;9;5;1
638;19168;508;0.04597;29308;9;5;2
639;22659;1045;0.04623;30062;9;6;0
640;25823;553;0.05053;30062;9;6;1
641;19663;493;0.0422;30062;9;6;2
642;23262;711;0.04093;23379;9;7;0
643;26869;406;0.04698;23379;9;7;1
644;19829;305;0.03493;23379;9;7;2
645;22229;1323;0.04579;39315;9;8;0
646;25361;764;0.05405;39315;9;8;1
647;19209;559;0.03788;39315;9;8;2
648;18012;10163;0.08452;176558;9;9;0
649;19581;6013;0.10025;176558;9;9;1
650;16197;4150;0.06886;176558;9;9;2
651;18958;4839;0.07715;90394;9;10;0
652;20881;2709;0.08716;90394;9;10;1
653;16792;2130;0.06732;90394;9;10;2
654;18486;5091;0.08389;88023;9;11;0
655;20069;2974;0.09893;88023;9;11;1
656;16720;2117;0.06912;88023;9;11;2
657;27763;1444;0.04621;50966;9;12;0
658;34204;796;0.05426;50966;9;12;1
659;21671;648;0.03909;50966;9;12;2
660;21670;3819;0.06659;84566;9;13;0
661;24414;2236;0.08032;84566;9;13;1
662;18907;1583;0.05363;84566;9;13;2
663;16416;4489;0.08669;71491;9;14;0
664;17342;2731;0.10371;71491;9;14;1
665;15347;1758;0.06908;71491;9;14;2
666;18251;5164;0.07694;94951;9;15;0
667;19548;3197;0.09523;94951;9;15;1
668;16800;1967;0.05863;94951;9;15;2
669;19510;2608;0.07106;52293;9;16;0
670;21761;1624;0.08956;52293;9;16;1
671;17109;984;0.05301;52293;9;16;2
672;23771;1698;0.05283;47575;9;17;0
673;28412;987;0.06483;47575;9;17;1
674;19339;711;0.04203;47575;9;17;2
675;25372;2198;0.05104;68079;9;18;0
676;30828;1245;0.06069;68079;9;18;1
677;19915;954;0.04228;68079;9;18;2
678;17334;4732;0.08174;82969;9;19;0
679;18534;2847;0.09762;82969;9;19;1
680;15951;1885;0.06561;82969;9;19;2
681;20325;6575;0.06816;142199;9;20;0
682;22816;3833;0.0816;142199;9;20;1
683;17706;2742;0.05541;142199;9;20;2
684;22026;5383;0.04927;158417;9;21;0
685;25197;2987;0.05669;158417;9;21;1
686;18790;2396;0.04237;158417;9;21;2
687;23303;3478;0.0566;93374;9;22;0
688;27206;1929;0.06605;93374;9;22;1
689;19423;1549;0.04803;93374;9;22;2
690;33111;330;0.03116;16290;10;0;0
691;40707;184;0.03532;16290;10;0;1
692;25496;146;0.02713;16290;10;0;2
693;19315;5358;0.07977;96582;10;1;0
694;21113;3333;0.09826;96582;10;1;1
695;17324;2025;0.0609;96582;10;1;2
696;22551;4102;0.06849;84574;10;2;0
697;25794;2349;0.08065;84574;10;2;1
698;19253;1753;0.05698;84574;10;2;2
699;24524;1084;0.04973;30724;10;3;0
700;28700;619;0.05837;30724;10;3;1
701;20400;466;0.04155;30724;10;3;2
702;18736;2796;0.0722;52581;10;4;0
703;20265;1684;0.08649;52581;10;4;1
704;17102;1112;0.05775;52581;10;4;2
705;22183;1378;0.06253;29388;10;5;0
706;24984;852;0.07848;29388;10;5;1
707;19359;525;0.04703;29388;10;5;2
708;22992;1060;0.04679;30101;10;6;0
709;25964;575;0.05232;30101;10;6;1
710;20199;485;0.04158;30101;10;6;2
711;23362;705;0.04029;23560;10;7;0
712;27110;406;0.04642;23560;10;7;1
713;19791;298;0.03415;23560;10;7;2
714;22719;1318;0.04523;39431;10;8;0
715;26121;777;0.05429;39431;10;8;1
716;19443;541;0.03649;39431;10;8;2
717;18184;10776;0.08794;178358;10;9;0
718;19719;6483;0.10529;178358;10;9;1
719;16389;4293;0.07042;178358;10;9;2
720;19209;5215;0.08256;91223;10;10;0
721;21188;2946;0.094;91223;10;10;1
722;16980;2269;0.0713;91223;10;10;2
723;18729;5232;0.08564;88515;10;11;0
724;20359;3091;0.10223;88515;10;11;1
725;16925;2141;0.06939;88515;10;11;2
726;27927;1627;0.05205;50650;10;12;0
727;33912;917;0.06228;50650;10;12;1
728;22273;710;0.04295;50650;10;12;2
729;22113;3976;0.06905;84973;10;13;0
730;24975;2315;0.08275;84973;10;13;1
731;19207;1661;0.0561;84973;10;13;2
732;16688;4762;0.09017;71651;10;14;0
733;17711;2912;0.10826;71651;10;14;1
734;15507;1849;0.07138;71651;10;14;2
735;18578;5331;0.07844;95704;10;15;0
736;19983;3308;0.09684;95704;10;15;1
737;17009;2023;0.05986;95704;10;15;2
738;19531;2698;0.0729;52647;10;16;0
739;21753;1671;0.0912;52647;10;16;1
740;17177;1027;0.05495;52647;10;16;2
741;24171;1725;0.05324;47632;10;17;0
742;28808;989;0.06464;47632;10;17;1
743;19817;736;0.04304;47632;10;17;2
744;25826;2289;0.05301;68460;10;18;0
745;31546;1314;0.06386;68460;10;18;1
746;20145;975;0.04314;68460;10;18;2
747;17548;5084;0.0875;83351;10;19;0
748;18702;3081;0.10551;83351;10;19;1
749;16220;2003;0.0693;83351;10;19;2
750;20566;6805;0.06972;144263;10;20;0
751;22980;4006;0.08405;144263;10;20;1
752;18030;2799;0.05605;144263;10;20;2
753;22440;5841;0.05229;161957;10;21;0
754;25666;3255;0.06057;161957;10;21;1
755;19164;2586;0.04461;161957;10;21;2
756;23620;3525;0.05735;94469;10;22;0
757;27422;1955;0.06678;94469;10;22;1
758;19839;1570;0.04877;94469;10;22;2
759;32852;311;0.02979;16268;11;0;0
760;40698;183;0.03557;16268;11;0;1
761;25177;128;0.02417;16268;11;0;2
762;19518;5807;0.08499;96866;11;1;0
763;21331;3593;0.10494;96866;11;1;1
764;17527;2214;0.06495;96866;11;1;2
765;22519;4155;0.06866;85508;11;2;0
766;25580;2397;0.08165;85508;11;2;1
767;19432;1758;0.05642;85508;11;2;2
768;24208;1138;0.05173;30989;11;3;0
769;28353;647;0.06066;30989;11;3;1
770;20151;491;0.04332;30989;11;3;2
771;18801;3039;0.07732;53071;11;4;0
772;20297;1825;0.09201;53071;11;4;1
773;17186;1213;0.06234;53071;11;4;2
774;22133;1511;0.06656;30117;11;5;0
775;25035;927;0.08238;30117;11;5;1
776;19241;585;0.05104;30117;11;5;2
777;23093;1131;0.04912;30309;11;6;0
778;26115;612;0.05463;30309;11;6;1
779;20245;519;0.04389;30309;11;6;2
780;23336;796;0.04452;23930;11;7;0
781;26839;462;0.05145;23930;11;7;1
782;19986;334;0.03752;23930;11;7;2
783;22492;1466;0.04954;39968;11;8;0
784;25629;859;0.05914;39968;11;8;1
785;19491;607;0.04028;39968;11;8;2
786;18239;11628;0.09271;182595;11;9;0
787;19694;7079;0.1115;182595;11;9;1
788;16534;4549;0.07346;182595;11;9;2
789;19369;5790;0.09119;92274;11;10;0
790;21378;3273;0.10369;92274;11;10;1
791;17123;2517;0.07883;92274;11;10;2
792;18743;5617;0.0905;89616;11;11;0
793;20306;3356;0.10918;89616;11;11;1
794;17009;2261;0.07217;89616;11;11;2
795;27581;1695;0.05388;50831;11;12;0
796;33355;965;0.06482;50831;11;12;1
797;22140;730;0.04405;50831;11;12;2
798;22233;4265;0.0729;86248;11;13;0
799;24936;2476;0.08704;86248;11;13;1
800;19501;1789;0.05952;86248;11;13;2
801;16766;5034;0.0929;73527;11;14;0
802;17716;3078;0.11129;73527;11;14;1
803;15666;1956;0.07372;73527;11;14;2
804;18701;5893;0.08495;97565;11;15;0
805;20019;3661;0.10498;97565;11;15;1
806;17247;2232;0.0647;97565;11;15;2
807;19665;2967;0.0783;53489;11;16;0
808;21830;1834;0.09714;53489;11;16;1
809;17348;1133;0.05958;53489;11;16;2
810;24150;1844;0.05643;48162;11;17;0
811;28654;1066;0.06929;48162;11;17;1
812;19960;778;0.04499;48162;11;17;2
813;25588;2485;0.05719;68892;11;18;0
814;30929;1430;0.06911;68892;11;18;1
815;20328;1055;0.04635;68892;11;18;2
816;17657;5446;0.09289;83977;11;19;0
817;18805;3311;0.11252;83977;11;19;1
818;16342;2134;0.07311;83977;11;19;2
819;20869;7843;0.07933;146516;11;20;0
820;23169;4610;0.09536;146516;11;20;1
821;18412;3233;0.064;146516;11;20;2
822;22515;6637;0.0584;165265;11;21;0
823;25688;3681;0.06736;165265;11;21;1
824;19290;2956;0.05009;165265;11;21;2
825;23940;3733;0.06053;95263;11;22;0
826;27688;2107;0.07151;95263;11;22;1
827;20171;1626;0.05049;95263;11;22;2
828;32493;343;0.03299;16131;12;0;0
829;40078;193;0.03781;16131;12;0;1
830;24797;150;0.02834;16131;12;0;2
831;19887;6871;0.09721;99597;12;1;0
832;21746;4267;0.1203;99597;12;1;1
833;17848;2604;0.07394;99597;12;1;2
834;23026;4658;0.07563;86454;12;2;0
835;26073;2698;0.09003;86454;12;2;1
836;19937;1960;0.06198;86454;12;2;2
837;24199;1254;0.05619;31452;12;3;0
838;28316;698;0.06432;31452;12;3;1
839;20148;556;0.04849;31452;12;3;2
840;18952;3502;0.08798;53610;12;4;0
841;20340;2108;0.10479;53610;12;4;1
842;17454;1394;0.07081;53610;12;4;2
843;22505;1781;0.07752;30613;12;5;0
844;25257;1113;0.09775;30613;12;5;1
845;19731;668;0.05764;30613;12;5;2
846;23505;1327;0.0567;30792;12;6;0
847;26313;738;0.06468;30792;12;6;1
848;20777;589;0.04911;30792;12;6;2
849;23590;963;0.05301;24279;12;7;0
850;26973;587;0.06408;24279;12;7;1
851;20323;376;0.04175;24279;12;7;2
852;22703;1664;0.05567;40528;12;8;0
853;25721;988;0.06738;40528;12;8;1
854;19812;676;0.0444;40528;12;8;2
855;18340;13498;0.10615;186450;12;9;0
856;19765;8056;0.12539;186450;12;9;1
857;16657;5442;0.08651;186450;12;9;2
858;19489;6451;0.1001;93440;12;10;0
859;21418;3683;0.11468;93440;12;10;1
860;17327;2768;0.08562;93440;12;10;2
861;18983;6512;0.10318;90874;12;11;0
862;20542;3879;0.12367;90874;12;11;1
863;17233;2633;0.08295;90874;12;11;2
864;27604;1953;0.06109;51275;12;12;0
865;33517;1105;0.07303;51275;12;12;1
866;22037;848;0.05035;51275;12;12;2
867;22388;4918;0.0826;87597;12;13;0
868;24970;2822;0.09722;87597;12;13;1
869;19744;2096;0.0687;87597;12;13;2
870;16799;5783;0.10414;74791;12;14;0
871;17725;3545;0.12465;74791;12;14;1
872;15722;2238;0.0826;74791;12;14;2
873;18733;6739;0.09525;99094;12;15;0
874;20073;4206;0.11795;99094;12;15;1
875;17253;2533;0.07219;99094;12;15;2
876;19642;3375;0.08724;54422;12;16;0
877;21616;2074;0.10702;54422;12;16;1
878;17517;1301;0.06739;54422;12;16;2
879;24164;2079;0.0629;48365;12;17;0
880;28397;1207;0.07739;48365;12;17;1
881;20197;872;0.04995;48365;12;17;2
882;25803;2917;0.06676;69242;12;18;0
883;31082;1694;0.08113;69242;12;18;1
884;20564;1223;0.0536;69242;12;18;2
885;17861;6483;0.10963;84305;12;19;0
886;19012;3907;0.13129;84305;12;19;1
887;16531;2576;0.0877;84305;12;19;2
888;21104;9326;0.09297;148947;12;20;0
889;23448;5457;0.11102;148947;12;20;1
890;18626;3869;0.07563;148947;12;20;2
891;22830;7843;0.06782;168394;12;21;0
892;26022;4326;0.07788;168394;12;21;1
893;19593;3517;0.05852;168394;12;21;2
894;24061;4168;0.0674;96094;12;22;0
895;27771;2345;0.07909;96094;12;22;1
896;20302;1823;0.05664;96094;12;22;2
897;31526;371;0.0354;16339;13;0;0
898;39276;215;0.04173;16339;13;0;1
899;23834;156;0.02929;16339;13;0;2
900;20289;7358;0.1026;101702;13;1;0
901;22057;4447;0.12328;101702;13;1;1
902;18340;2911;0.08167;101702;13;1;2
903;23269;5153;0.08233;88125;13;2;0
904;26160;3046;0.09926;88125;13;2;1
905;20329;2108;0.06606;88125;13;2;2
906;24022;2106;0.09209;31691;13;3;0
907;27449;1371;0.1218;31691;13;3;1
908;20537;735;0.0633;31691;13;3;2
909;19039;4192;0.10386;54246;13;4;0
910;20320;2527;0.1237;54246;13;4;1
911;17643;1665;0.08354;54246;13;4;2
912;22356;2113;0.09057;31000;13;5;0
913;25186;1331;0.11482;31000;13;5;1
914;19534;782;0.06661;31000;13;5;2
915;23538;1569;0.06571;31291;13;6;0
916;26502;896;0.07668;31291;13;6;1
917;20689;673;0.0552;31291;13;6;2
918;23929;1117;0.06071;24518;13;7;0
919;27178;702;0.07492;24518;13;7;1
920;20754;416;0.04599;24518;13;7;2
921;22941;1939;0.06385;40882;13;8;0
922;26176;1160;0.0777;40882;13;8;1
923;19858;779;0.05046;40882;13;8;2
924;18289;16840;0.12916;189713;13;9;0
925;19578;10120;0.15276;189713;13;9;1
926;16752;6720;0.10478;189713;13;9;2
927;19627;7782;0.11804;95198;13;10;0
928;21456;4510;0.13704;95198;13;10;1
929;17560;3272;0.0991;95198;13;10;2
930;18873;7711;0.11995;92229;13;11;0
931;20227;4627;0.14416;92229;13;11;1
932;17338;3084;0.09581;92229;13;11;2
933;28199;2300;0.07061;52115;13;12;0
934;34095;1307;0.08447;52115;13;12;1
935;22612;992;0.05806;52115;13;12;2
936;22534;5661;0.09364;89303;13;13;0
937;25127;3321;0.11215;89303;13;13;1
938;19852;2340;0.07586;89303;13;13;2
939;16823;7167;0.12663;76320;13;14;0
940;17703;4474;0.15385;76320;13;14;1
941;15795;2693;0.09786;76320;13;14;2
942;18887;8084;0.11269;100738;13;15;0
943;20151;5052;0.13947;100738;13;15;1
944;17493;3032;0.08537;100738;13;15;2
945;20026;4071;0.1034;55628;13;16;0
946;22051;2549;0.129;55628;13;16;1
947;17836;1522;0.07761;55628;13;16;2
948;24347;2471;0.07335;49178;13;17;0
949;28392;1434;0.08974;49178;13;17;1
950;20539;1037;0.05857;49178;13;17;2
951;25675;3491;0.07855;69999;13;18;0
952;30760;2017;0.09451;69999;13;18;1
953;20703;1474;0.06381;69999;13;18;2
954;17912;7741;0.12943;85525;13;19;0
955;18936;4729;0.15636;85525;13;19;1
956;16725;3012;0.10188;85525;13;19;2
957;21317;11093;0.10784;151844;13;20;0
958;23604;6497;0.12871;151844;13;20;1
959;18878;4597;0.08774;151844;13;20;2
960;22973;9475;0.0787;172978;13;21;0
961;26104;5160;0.0891;172978;13;21;1
962;19790;4316;0.06907;172978;13;21;2
963;24265;4880;0.07829;96775;13;22;0
964;27829;2751;0.09184;96775;13;22;1
965;20657;2129;0.06575;96775;13;22;2
966;34748;381;0.03606;16411;14;0;0
967;44494;217;0.04177;16411;14;0;1
968;25284;164;0.03054;16411;14;0;2
969;21177;7295;0.09941;103225;14;1;0
970;23053;4309;0.11627;103225;14;1;1
971;19093;2986;0.08221;103225;14;1;2
972;24267;5326;0.08339;89806;14;2;0
973;27273;3135;0.0992;89806;14;2;1
974;21230;2191;0.0679;89806;14;2;2
975;24719;2265;0.0965;32751;14;3;0
976;28089;1499;0.12859;32751;14;3;1
977;21249;766;0.06484;32751;14;3;2
978;19794;4292;0.10502;54938;14;4;0
979;21035;2547;0.1229;54938;14;4;1
980;18422;1745;0.08662;54938;14;4;2
981;23150;2107;0.0891;31620;14;5;0
982;25928;1298;0.1102;31620;14;5;1
983;20390;809;0.06816;31620;14;5;2
984;24327;1563;0.06433;32020;14;6;0
985;27280;880;0.0734;32020;14;6;1
986;21484;683;0.05549;32020;14;6;2
987;24523;1139;0.06033;25054;14;7;0
988;27806;720;0.07438;25054;14;7;1
989;21315;419;0.04554;25054;14;7;2
990;23720;1990;0.06391;43095;14;8;0
991;26709;1170;0.07637;43095;14;8;1
992;20819;820;0.05185;43095;14;8;2
993;19047;17968;0.13426;194746;14;9;0
994;20383;10760;0.15713;194746;14;9;1
995;17442;7208;0.1103;194746;14;9;2
996;20374;8064;0.11959;97342;14;10;0
997;22312;4561;0.13554;97342;14;10;1
998;18174;3503;0.10371;97342;14;10;2
999;19779;8157;0.12373;94170;14;11;0
1000;21158;4863;0.14658;94170;14;11;1
1001;18197;3294;0.10059;94170;14;11;2
1002;29402;2369;0.07022;53813;14;12;0
1003;35210;1327;0.08088;53813;14;12;1
1004;23846;1042;0.06012;53813;14;12;2
1005;23520;5758;0.093;91596;14;13;0
1006;26185;3329;0.10887;91596;14;13;1
1007;20744;2429;0.07751;91596;14;13;2
1008;17528;7222;0.12491;78349;14;14;0
1009;18326;4518;0.15084;78349;14;14;1
1010;16565;2704;0.09703;78349;14;14;2
1011;19702;8059;0.11001;102605;14;15;0
1012;20909;4960;0.13376;102605;14;15;1
1013;18357;3099;0.08567;102605;14;15;2
1014;20935;4033;0.10088;56329;14;16;0
1015;22878;2479;0.12316;56329;14;16;1
1016;18823;1554;0.07829;56329;14;16;2
1017;25137;2492;0.07229;50283;14;17;0
1018;28781;1433;0.08749;50283;14;17;1
1019;21703;1059;0.05853;50283;14;17;2
1020;26607;3507;0.077;71609;14;18;0
1021;31756;1998;0.09098;71609;14;18;1
1022;21515;1509;0.06399;71609;14;18;2
1023;18515;7831;0.12916;85815;14;19;0
1024;19534;4739;0.15384;85815;14;19;1
1025;17318;3092;0.10367;85815;14;19;2
1026;22330;11365;0.10763;155986;14;20;0
1027;24649;6574;0.12645;155986;14;20;1
1028;19853;4791;0.08938;155986;14;20;2
1029;24213;9929;0.08006;180272;14;21;0
1030;27406;5272;0.08826;180272;14;21;1
1031;20960;4657;0.07244;180272;14;21;2
1032;25257;5262;0.08235;98391;14;22;0
1033;28796;2933;0.09506;98391;14;22;1
1034;21612;2329;0.07048;98391;14;22;2
1035;34482;445;0.04215;16465;15;0;0
1036;43291;251;0.04847;16465;15;0;1
1037;25836;193;0.03605;16465;15;0;2
1038;21527;8973;0.12113;105003;15;1;0
1039;23329;5258;0.14017;105003;15;1;1
1040;19507;3715;0.1016;105003;15;1;2
1041;24525;6364;0.09905;90183;15;2;0
1042;27449;3713;0.11673;90183;15;2;1
1043;21536;2651;0.08171;90183;15;2;2
1044;25325;2580;0.10893;33035;15;3;0
1045;28646;1685;0.14277;33035;15;3;1
1046;21863;894;0.07531;33035;15;3;2
1047;20056;5029;0.1222;55356;15;4;0
1048;21191;2953;0.14124;55356;15;4;1
1049;18788;2076;0.10254;55356;15;4;2
1050;23570;2452;0.10247;31865;15;5;0
1051;26170;1486;0.12422;31865;15;5;1
1052;20951;966;0.08072;31865;15;5;2
1053;24654;1838;0.07567;32197;15;6;0
1054;27563;1037;0.08657;32197;15;6;1
1055;21812;800;0.06506;32197;15;6;2
1056;24464;1293;0.06775;25528;15;7;0
1057;27658;796;0.081;25528;15;7;1
1058;21325;497;0.05368;25528;15;7;2
1059;24091;2406;0.0763;42709;15;8;0
1060;26974;1407;0.09055;42709;15;8;1
1061;21263;1000;0.06246;42709;15;8;2
1062;19122;21643;0.15892;198083;15;9;0
1063;20464;12793;0.18272;198083;15;9;1
1064;17481;8850;0.13375;198083;15;9;2
1065;20568;9989;0.14463;100137;15;10;0
1066;22493;5423;0.15739;100137;15;10;1
1067;18365;4565;0.13192;100137;15;10;2
1068;20083;9854;0.14643;95955;15;11;0
1069;21449;5758;0.16945;95955;15;11;1
1070;18502;4096;0.12295;95955;15;11;2
1071;29357;2727;0.08049;54171;15;12;0
1072;34920;1516;0.09166;54171;15;12;1
1073;23979;1211;0.06983;54171;15;12;2
1074;23726;6755;0.10827;92337;15;13;0
1075;26262;3904;0.12644;92337;15;13;1
1076;21066;2851;0.09047;92337;15;13;2
1077;17893;8538;0.14713;78999;15;14;0
1078;18729;5237;0.17388;78999;15;14;1
1079;16884;3301;0.11826;78999;15;14;2
1080;19860;9827;0.13316;104323;15;15;0
1081;21056;5962;0.15897;104323;15;15;1
1082;18505;3865;0.10649;104323;15;15;2
1083;21091;4821;0.11955;57180;15;16;0
1084;22962;2893;0.14237;57180;15;16;1
1085;19047;1928;0.09637;57180;15;16;2
1086;25560;3099;0.08807;51128;15;17;0
1087;29294;1742;0.10372;51128;15;17;1
1088;22026;1357;0.07378;51128;15;17;2
1089;26728;4252;0.09205;72107;15;18;0
1090;31641;2410;0.10793;72107;15;18;1
1091;21886;1842;0.07719;72107;15;18;2
1092;18738;9555;0.15626;86868;15;19;0
1093;19742;5645;0.1814;86868;15;19;1
1094;17544;3910;0.1302;86868;15;19;2
1095;22338;13941;0.12934;158712;15;20;0
1096;24588;7800;0.14692;158712;15;20;1
1097;19923;6141;0.11228;158712;15;20;2
1098;24427;12284;0.09727;184188;15;21;0
1099;27641;6350;0.10419;184188;15;21;1
1100;21140;5933;0.09082;184188;15;21;2
1101;25209;6464;0.09861;101053;15;22;0
1102;28658;3502;0.11042;101053;15;22;1
1103;21658;2962;0.08755;101053;15;22;2
1104;33256;406;0.03864;16450;16;0;0
1105;39889;224;0.04318;16450;16;0;1
1106;26266;182;0.03421;16450;16;0;2
1107;22286;8597;0.11599;105574;16;1;0
1108;24349;4944;0.1321;105574;16;1;1
1109;19975;3653;0.09956;105574;16;1;2
1110;24172;6000;0.09277;90712;16;2;0
1111;26577;3441;0.10744;90712;16;2;1
1112;21614;2559;0.07838;90712;16;2;2
1113;25878;2358;0.09941;33319;16;3;0
1114;29397;1527;0.12914;33319;16;3;1
1115;22219;831;0.06985;33319;16;3;2
1116;20479;4681;0.11362;55640;16;4;0
1117;21832;2712;0.12946;55640;16;4;1
1118;18972;1969;0.09723;55640;16;4;2
1119;23971;2291;0.09581;32069;16;5;0
1120;26700;1380;0.11498;32069;16;5;1
1121;21223;911;0.0765;32069;16;5;2
1122;25100;1791;0.07376;32467;16;6;0
1123;27920;1010;0.08444;32467;16;6;1
1124;22355;781;0.06339;32467;16;6;2
1125;25142;1265;0.06686;25662;16;7;0
1126;28198;773;0.07972;25662;16;7;1
1127;22088;493;0.05335;25662;16;7;2
1128;24701;2216;0.07106;42547;16;8;0
1129;27464;1296;0.0847;42547;16;8;1
1130;22029;921;0.05793;42547;16;8;2
1131;19478;20627;0.14883;201882;16;9;0
1132;20761;12004;0.16834;201882;16;9;1
1133;17864;8622;0.12814;201882;16;9;2
1134;21606;9650;0.13879;101420;16;10;0
1135;23712;5167;0.14828;101420;16;10;1
1136;19220;4483;0.12926;101420;16;10;2
1137;20537;9514;0.13997;97624;16;11;0
1138;22004;5426;0.15794;97624;16;11;1
1139;18823;4088;0.12161;97624;16;11;2
1140;29575;2592;0.07688;54265;16;12;0
1141;34726;1441;0.08779;54265;16;12;1
1142;24497;1151;0.06654;54265;16;12;2
1143;23755;6408;0.10238;92752;16;13;0
1144;26011;3684;0.11868;92752;16;13;1
1145;21325;2724;0.08634;92752;16;13;2
1146;18528;8011;0.13953;79029;16;14;0
1147;19391;4853;0.16286;79029;16;14;1
1148;17471;3158;0.11435;79029;16;14;2
1149;21168;9125;0.12394;104627;16;15;0
1150;22486;5463;0.14575;104627;16;15;1
1151;19662;3662;0.10132;104627;16;15;2
1152;22386;4507;0.11168;57546;16;16;0
1153;24568;2655;0.1307;57546;16;16;1
1154;20035;1852;0.0924;57546;16;16;2
1155;26770;2913;0.0822;51647;16;17;0
1156;30714;1600;0.09482;51647;16;17;1
1157;23040;1313;0.07074;51647;16;17;2
1158;28004;4077;0.08789;72650;16;18;0
1159;33340;2282;0.10202;72650;16;18;1
1160;22768;1794;0.07472;72650;16;18;2
1161;18674;8999;0.14764;87239;16;19;0
1162;19619;5260;0.16959;87239;16;19;1
1163;17515;3739;0.1249;87239;16;19;2
1164;23220;13310;0.12123;162779;16;20;0
1165;25578;7380;0.13653;162779;16;20;1
1166;20686;5930;0.1064;162779;16;20;2
1167;25323;11954;0.0931;187007;16;21;0
1168;28659;6144;0.09903;187007;16;21;1
1169;21932;5810;0.08756;187007;16;21;2
1170;26063;6400;0.09484;103869;16;22;0
1171;29719;3418;0.10462;103869;16;22;1
1172;22350;2982;0.08566;103869;16;22;2
1173;34567;383;0.037;16306;17;0;0
1174;42152;204;0.0397;16306;17;0;1
1175;26971;179;0.03433;16306;17;0;2
1176;23175;8249;0.11128;104946;17;1;0
1177;25086;4670;0.12481;104946;17;1;1
1178;21029;3579;0.0975;104946;17;1;2
1179;25751;5731;0.08803;91745;17;2;0
1180;28480;3194;0.09885;91745;17;2;1
1181;22908;2537;0.07736;91745;17;2;2
1182;26785;2122;0.08999;33263;17;3;0
1183;30338;1330;0.1135;33263;17;3;1
1184;23071;791;0.06674;33263;17;3;2
1185;21465;4482;0.10975;55407;17;4;0
1186;22866;2567;0.12422;55407;17;4;1
1187;19923;1915;0.09493;55407;17;4;2
1188;24769;2124;0.08958;31864;17;5;0
1189;27335;1253;0.10536;31864;17;5;1
1190;22143;871;0.0737;31864;17;5;2
1191;26215;1596;0.06652;32288;17;6;0
1192;29705;885;0.07521;32288;17;6;1
1193;22837;711;0.05815;32288;17;6;2
1194;26150;1141;0.06138;25466;17;7;0
1195;29513;693;0.07232;25466;17;7;1
1196;22750;448;0.04972;25466;17;7;2
1197;25560;1978;0.0638;41958;17;8;0
1198;28681;1135;0.07522;41958;17;8;1
1199;22567;842;0.05297;41958;17;8;2
1200;20212;19434;0.13862;204142;17;9;0
1201;21625;11001;0.15232;204142;17;9;1
1202;18431;8433;0.12407;204142;17;9;2
1203;21649;9362;0.13192;103008;17;10;0
1204;23652;4933;0.13851;103008;17;10;1
1205;19330;4429;0.12528;103008;17;10;2
1206;21217;9141;0.13487;97634;17;11;0
1207;22645;5116;0.1487;97634;17;11;1
1208;19529;4026;0.12062;97634;17;11;2
1209;30509;2530;0.07548;53778;17;12;0
1210;35581;1386;0.08537;53778;17;12;1
1211;25415;1144;0.06619;53778;17;12;2
1212;24946;5989;0.09533;92990;17;13;0
1213;27382;3374;0.10805;92990;17;13;1
1214;22331;2615;0.08276;92990;17;13;2
1215;19167;7479;0.13193;77621;17;14;0
1216;20089;4371;0.14851;77621;17;14;1
1217;18045;3108;0.11402;77621;17;14;2
1218;21109;8429;0.11555;103785;17;15;0
1219;22320;4926;0.13244;103785;17;15;1
1220;19699;3503;0.09798;103785;17;15;2
1221;22270;4214;0.1054;57292;17;16;0
1222;24212;2419;0.12055;57292;17;16;1
1223;20134;1795;0.09014;57292;17;16;2
1224;27015;2668;0.0755;51587;17;17;0
1225;30751;1446;0.0859;51587;17;17;1
1226;23409;1222;0.06603;51587;17;17;2
1227;27938;3850;0.08188;72947;17;18;0
1228;32800;2091;0.09212;72947;17;18;1
1229;23059;1759;0.07233;72947;17;18;2
1230;19848;8750;0.14409;86502;17;19;0
1231;20918;4976;0.1609;86502;17;19;1
1232;18545;3774;0.12665;86502;17;19;2
1233;23404;12823;0.1151;165673;17;20;0
1234;25735;6943;0.12642;165673;17;20;1
1235;20853;5880;0.1041;165673;17;20;2
1236;25446;11762;0.08967;191008;17;21;0
1237;28665;6006;0.09453;191008;17;21;1
1238;22112;5756;0.0851;191008;17;21;2
1239;26088;6478;0.09286;106281;17;22;0
1240;29603;3395;0.10047;106281;17;22;1
1241;22440;3083;0.08571;106281;17;22;2
1242;36561;509;0.05016;16047;18;0;0
1243;43810;277;0.0546;16047;18;0;1
1244;29229;232;0.04571;16047;18;0;2
1245;24142;9884;0.13264;105848;18;1;0
1246;25973;5613;0.14907;105848;18;1;1
1247;22094;4272;0.11586;105848;18;1;2
1248;26665;7232;0.11015;91680;18;2;0
1249;29359;4118;0.12652;91680;18;2;1
1250;23833;3114;0.09406;91680;18;2;2
1251;28103;2589;0.11036;33212;18;3;0
1252;31900;1596;0.1375;33212;18;3;1
1253;24130;992;0.08377;33212;18;3;2
1254;22383;5607;0.13814;55123;18;4;0
1255;23773;3179;0.15468;55123;18;4;1
1256;20824;2427;0.12117;55123;18;4;2
1257;25673;2553;0.10905;31651;18;5;0
1258;28272;1464;0.12562;31651;18;5;1
1259;23052;1089;0.09262;31651;18;5;2
1260;27222;1991;0.08394;31961;18;6;0
1261;30327;1103;0.09461;31961;18;6;1
1262;24162;888;0.07363;31961;18;6;2
1263;27406;1365;0.07591;25021;18;7;0
